document,text,label,text_len_words,label_id
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,"If Women.com does not deliver at least 80% of the Quarterly Impression Guarantee for Advertsing Promotions as set forth on Exhibit B (11,250,000 per quarter; 45,000,000 per year); 80% of the Quarterly Impression Guarantee for the Diet Center Logo as set forth on Exhibit B (3,250,000 per quarter; 13,000,000 per year); and 80% of the Quarterly Impression Guarantee for Other Campaigns as set forth on Exhibit B (3,000,000 per quarter; 12,000,000 per year) each quarter following the Launch Date, within sixty (60) days of the end of the applicable quarter, Women.com shall deliver an amount equal to the under-delivery within the same campaign elements, including newsletters, promotions, exclusive sponsorships, targeted rotations, ROS, channel and sub-channel center logo placements, or mutually agreed upon comparable elements.",Minimum Commitment,124,20
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,"HSWI may not sublicense the Content, Images or Affinities to any paid-subscription website which is an aggregator of third-party content (for the avoidance of doubt, such shall not include the",Non-Compete,30,24
MACROGENICSINC_08_02_2013-EX-10-COLLABORATION AGREEMENT,"""Royalty Term"" means, with respect to sales of a Product in the Territory, the time period beginning on the First Commercial Sale of such Product in the Territory and expiring on the latest of the following dates: (a) *** (b) *** (c) ***",Expiration Date,43,12
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,"Subject to the terms and conditions set forth herein, World Book hereby grants to HSWI, a perpetual, irrevocable limited license to use, copy, store, archive, distribute, transmit, modify (subject to Section 2.1(iv)), and Display the Content, Images and Affinities in whole or",Irrevocable Or Perpetual License,42,16
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,"""we"" or ""us""",Parties,3,28
AtnInternationalInc_20191108_10-Q_EX-10.1_11878541_EX-10.1_Maintenance Agreement,"The sole exception to the foregoing reservation of rights is that AT&T hereby grants Vendor a limited, nonexclusive, non-transferable license (that shall automatically terminate upon the termination or expiration of this Agreement), under any rights owned by AT&T, to use the AT&T Provided Items and Paid- For Development solely as instructed by AT&T and to the extent necessary for Vendor to perform its obligations under this Agreement, subject further to the terms and conditions of this Agreement.",Non-Transferable License,77,26
AURASYSTEMSINC_06_16_2010-EX-10.25-STRATEGIC ALLIANCE AGREEMENT,"(b) Aura shall have the right but not the obligation to purchase any or all Products then in Aura's possession at the invoiced price(s). In the event that Aura does not elect to purchase said Products, Aura, at its cost, shall return all such non-purchased Products to Zanotti.",Post-Termination Services,48,29
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT,"However, any Party may terminate its participation in this Agreement at the end of the Initial Period or any time thereafter by giving not less than one (1) year's prior notice thereof, in writing, to the other Parties.",Termination For Convenience,38,35
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1,"During the Term and subject to the terms, conditions, and limitations set forth in this Agreement, Client grants EFS a limited, non-exclusive, non-transferable, non-assignable (without any right to sublicense), world-wide license to use, modify, create derivative works of, publish, reproduce, broadcast, exhibit and display the Playboy Content solely in connection with the design, publication, distribution, operation and promotion of the Playboy Commerce Business.",Non-Transferable License,63,26
"HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement","HEMISPHERX hereby grants to SCIEN and SCIEN hereby accepts the right, privilege and exclusive license to use of ""Interferon alfa-n3 (human leukocyte derived)"" solely in connection with the terms of the Sales, Marketing, Distribution and Supply Agreement of Product in the Territory for the Term of this Agreement. S",Exclusivity,49,11
"MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT","""Early Termination Fee"" means that amount equal to the most recent month's Promotion Fee prior to termination, multiplied by the number of unexpired months remaining in the current year of the Agreement.",Liquidated Damages,32,19
BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"The Bon-Ton Stores, Inc.",Parties,4,28
VgrabCommunicationsInc_20200129_10-K_EX-10.33_11958828_EX-10.33_Development Agreement,"This agreement shall be construed, interpreted and governed by and in accordance with the laws of Hong Kong.",Governing Law,18,13
PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,"To monitor for Licensee's adherence to such obligations, Licensor shall have the right to inspect such materials from time to time through duly authorized representatives.",Audit Rights,25,4
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,"COLLABORATIVE RESEARCH, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT",Document Name,6,9
"FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT","All insurance must be written on an ""occurrence"" basis.",Insurance,9,14
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1,"Client hereby grants to EFS a limited and perpetual right and license to use such photographs and materials for research and forecasting purposes, including, but not limited to, combining the same with reports and analytics concerning the performance of the Websites, providing information to strategic partners to better define consumer purchasing habits, and for trend forecasting and planning purposes.",License Grant,59,18
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ","During the Lease Term, PPI shall:",Insurance,6,14
WPPPLC_04_30_2020-EX-4.28-SERVICE AGREEMENT,"(j) encourage, assist or procure any Person to do anything which if done by the Executive would be a breach of sub clauses 1 (a) to (i).",Non-Compete,27,24
QuantumGroupIncFl_20090120_8-K_EX-99.2_3672910_EX-99.2_Hosting Agreement,"Neither party may assign this Agreement, in whole or in part, without the prior written consent of the other.",Anti-Assignment,19,3
SPHERE3DCORP_06_24_2020-EX-10.12-CONSULTING AGREEMENT,"June 1st, 2020",Agreement Date,3,2
GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement,The NFLA-NC will donate 15% of the above described proceeds to the NFLA.,Revenue/Profit Sharing,13,32
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_New,"(2) Upon thirty (30) days prior written notice if Licensee enters into an agreement or other arrangement relating to the merger of Licensee with another entity, the acquisition of the majority of Licensee's issued and outstanding capital stock or the acquisition of substantially all of the assets of Licensee.",Change Of Control,49,6
AgapeAtpCorp_20191202_10-KA_EX-10.1_11911128_EX-10.1_Supply Agreement,"The Manufacturer hereby appoints the Customer to be the sole and exclusive agent for the promotion, sales, marketing, distribution and administration of the products listed in schedule A of this agreement based on minimum annual product purchase requirements as listed in Schedule B of this agreement.",Exclusivity,46,11
TUNIUCORP_03_06_2014-EX-10-COOPERATION AGREEMENT,"Party A shall not establish any same or similar cooperative relationship with any third party in respect of such businesses nor shall it make any same or similar arrangement, unless with the prior written consent of Party B.",Exclusivity,38,11
PharmagenInc_20120803_8-KA_EX-10.1_7693204_EX-10.1_Endorsement Agreement,"The Celebrity shall be named as an additional insured on coverages A, B and C.",Insurance,15,14
SUNTRONCORP_05_17_2006-EX-10.22-MAINTENANCE AGREEMENT,"SUNTRON GCO, L.P.",Parties,3,28
XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3),"In addition, no Technology Access Fee shall be due or payable in connection with XENCOR's election to use or have used (e.g. by a Business Partner) the Process if (i) BII does not exercise its first right to negotiate under either Section 5.2.2.a or 5.2.2.b, (ii) BII exercises its first right to negotiate but demands a supply price for clinical/commercial supply of Product that exceeds the bid price for the clinical/ commercial supply of Product of a comparable quantity and quality by a third party biopharmaceutical CMO of comparable size and respective activities to BII and with registered headquarters in the Major Territories, or (iii) XENCOR (or its Business Partner) has entered into a contract manufacturing agreement with BII, but BII is not able to supply XENCOR and its Business Partners [...***...] of the Product required.",Rofr/Rofo/Rofn,136,33
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,"Notwithstanding the foregoing, in the event ExxonMobil decides not to prosecute, defend, enforce, maintain or decides to abandon any Program Patent, then ExxonMobil will provide notice thereof to FCE, and FCE will then have the right, but not the obligation, to prosecute or maintain the Program Patent and sole responsibility for the continuing costs, taxes, legal fees, maintenance fees and other fees associated with that Program Patent.",Rofr/Rofo/Rofn,67,33
"VISIUMTECHNOLOGIES,INC_10_20_2004-EX-10.20-DISTRIBUTOR AGREEMENT","Wireless Links (WLI) warrants to the original end user purchaser (""You"") that the Equipment will be free from defects in workmanship and materials (""Limited Warranty"") for a period of one (1) year from the date of the purchase of the Equipment (the ""Warranty Period"").",Warranty Duration,44,40
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT",The term of this Agreement shall be two (2) years from the Effective Date with automatic annual renewals thereafter provided either party does not provide sixty (60) days notice of termination prior to the renewal date or the Agreement is not otherwise terminated as set forth in Section 8.,Expiration Date,49,12
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,"For those countries where a specific license is required for a joint owner of a Joint Invention or Joint Improvement to practice such Joint Invention or Joint Improvement, in such country, each Party hereby grants to the other Party a perpetual, irrevocable, non-exclusive, worldwide, royalty-free, fully paid-up license, transferable and sublicensable, under such Party's right, title and interest in and to such Joint Invention or Joint Improvement to freely exploit such Joint Invention or Joint Improvement in such country, subject to the terms and conditions of this Agreement and the licenses granted hereunder.",Irrevocable Or Perpetual License,93,16
"CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement","IN NO EVENT SHALL EITHER PARTY BE HELD RESPONSIBLE FOR ANY SPECIAL, INDIRECT, INCIDENTAL OR CONSEQUENTIAL DAMAGES OR LOSS OF PROFIT ARISING OUT OF THE USE OF ANY JOINT INTELLECTUAL PROPERTY, CERES INTELLECTUAL PROPERTY, IGER INTELLECTUAL PROPERTY, OTHER RESEARCH RESULTS OR BACKGROUND INTELLECTUAL PROPERTY COVERED BY THIS AGREEMENT OR ANY SCHEDULE OR ARISING OUT OF THE IMPLEMENTATION OF THIS AGREEMENT, EVEN IF SUCH PARTY IS ADVISED IN ADVANCE OF THE POSSIBILITY OF SUCH DAMAGES.",Cap On Liability,74,5
